Designator,Mid X,Mid Y,Layer,Rotation
REF**,113.200004,-122.349005,T,0.0
REF**,112.450004,-122.349007,T,0.0
REF**,111.700004,-122.349009,T,0.0
REF**,110.950004,-122.349011,T,0.0
REF**,110.200004,-122.349013,T,0.0
REF**,82.200004,-131.051002,T,0.0
REF**,82.950004,-131.051003,T,0.0
REF**,83.700004,-131.051003,T,0.0
REF**,84.450004,-131.051004,T,0.0
REF**,85.200004,-131.051005,T,0.0
REF**,85.200004,-122.34902,T,0.0
REF**,84.450004,-122.349022,T,0.0
REF**,83.700004,-122.349024,T,0.0
REF**,82.950004,-122.349026,T,0.0
REF**,82.200004,-122.349028,T,0.0
